,Year,Month,Province_group,Distance,Hospital_admission,Mode,Year-Month
849,2019,6.0,North,0,0.0,Edu,201906.0
1045,2019,6.0,East,    6.21,0.0,Shop,201906.0
657,2019,6.0,North,0,0.0,Visit,201906.0
1241,2019,6,West,   18.36,0.0,Commute,201906.0
669,2019,6.0,South,   32.25,0.0,Visit,201906.0
1053,2019,6.0,South,    4.78,0.0,Shop,201906.0
1049,2019,6.0,West,    5.91,0.0,Shop,201906.0
661,2019,6.0,East,   23.67,0.0,Visit,201906.0
1233,2019,6,North,   24.12,0.0,Commute,201906.0
665,2019,6.0,West,   24.63,0.0,Visit,201906.0
273,2019,6.0,North,   10.91,0.0,Walk,201906.0
281,2019,6.0,West,   10.02,0.0,Walk,201906.0
1245,2019,6,South,   17.36,0.0,Commute,201906.0
81,2019,6.0,North,   18.35,0.0,Total,201906.0
89,2019,6.0,West,   14.36,0.0,Total,201906.0
85,2019,6.0,East,   16.40,0.0,Total,201906.0
473,2019,6.0,West,   15.98,0.0,Fun,201906.0
469,2019,6.0,East,   17.16,0.0,Fun,201906.0
465,2019,6.0,North,   21.72,0.0,Fun,201906.0
477,2019,6.0,South,   10.54,0.0,Fun,201906.0
93,2019,6.0,South,   14.26,0.0,Total,201906.0
685,2019,7.0,South,   14.02,0.0,Visit,201907.0
865,2019,7.0,North,0,0.0,Edu,201907.0
489,2019,7.0,West,   14.65,0.0,Fun,201907.0
1069,2019,7.0,South,    3.82,0.0,Shop,201907.0
1065,2019,7.0,West,    5.61,0.0,Shop,201907.0
1257,2019,7,West,   16.41,0.0,Commute,201907.0
485,2019,7.0,East,   14.38,0.0,Fun,201907.0
289,2019,7.0,North,   14.92,0.0,Walk,201907.0
1057,2019,7.0,North,    7.26,0.0,Shop,201907.0
293,2019,7.0,East,   12.54,0.0,Walk,201907.0
297,2019,7.0,West,   10.89,0.0,Walk,201907.0
1261,2019,7,South,   18.37,0.0,Commute,201907.0
301,2019,7.0,South,    9.53,0.0,Walk,201907.0
1061,2019,7.0,East,    4.95,0.0,Shop,201907.0
1249,2019,7,North,   20.64,0.0,Commute,201907.0
481,2019,7.0,North,0,0.0,Fun,201907.0
97,2019,7.0,North,   18.84,0.0,Total,201907.0
877,2019,7.0,South,0,0.0,Edu,201907.0
869,2019,7.0,East,0,0.0,Edu,201907.0
101,2019,7.0,East,   14.08,0.0,Total,201907.0
673,2019,7.0,North,0,0.0,Visit,201907.0
677,2019,7.0,East,   15.41,0.0,Visit,201907.0
493,2019,7.0,South,   22.16,0.0,Fun,201907.0
873,2019,7.0,West,0,0.0,Edu,201907.0
105,2019,7.0,West,   13.52,0.0,Total,201907.0
109,2019,7.0,South,   13.44,0.0,Total,201907.0
681,2019,7.0,West,   24.69,0.0,Visit,201907.0
1253,2019,7,East,   24.27,0.0,Commute,201907.0
693,2019,8.0,East,   24.58,0.0,Visit,201908.0
1269,2019,8,East,   16.48,0.0,Commute,201908.0
1265,2019,8,North,0,0.0,Commute,201908.0
697,2019,8.0,West,   21.94,0.0,Visit,201908.0
689,2019,8.0,North,0,0.0,Visit,201908.0
113,2019,8.0,North,   18.00,0.0,Total,201908.0
1085,2019,8.0,South,    5.29,0.0,Shop,201908.0
1273,2019,8,West,   19.62,0.0,Commute,201908.0
1073,2019,8.0,North,    7.69,0.0,Shop,201908.0
125,2019,8.0,South,   14.99,0.0,Total,201908.0
121,2019,8.0,West,   15.34,0.0,Total,201908.0
1277,2019,8,South,   21.27,0.0,Commute,201908.0
1077,2019,8.0,East,0,0.0,Shop,201908.0
117,2019,8.0,East,   16.62,0.0,Total,201908.0
701,2019,8.0,South,   25.64,0.0,Visit,201908.0
1081,2019,8.0,West,    5.96,0.0,Shop,201908.0
893,2019,8.0,South,0,0.0,Edu,201908.0
497,2019,8.0,North,   18.93,0.0,Fun,201908.0
501,2019,8.0,East,   20.02,0.0,Fun,201908.0
885,2019,8.0,East,0,0.0,Edu,201908.0
313,2019,8.0,West,   16.14,0.0,Walk,201908.0
881,2019,8.0,North,0,0.0,Edu,201908.0
889,2019,8.0,West,0,0.0,Edu,201908.0
505,2019,8.0,West,   20.02,0.0,Fun,201908.0
309,2019,8.0,East,   13.24,0.0,Walk,201908.0
305,2019,8.0,North,    8.55,0.0,Walk,201908.0
509,2019,8.0,South,   13.79,0.0,Fun,201908.0
317,2019,8.0,South,   13.62,0.0,Walk,201908.0
1281,2019,9,North,   26.80,0.0,Commute,201909.0
709,2019,9.0,East,   26.51,0.0,Visit,201909.0
1285,2019,9,East,   19.39,0.0,Commute,201909.0
901,2019,9.0,East,   19.78,0.0,Edu,201909.0
897,2019,9.0,North,0,0.0,Edu,201909.0
133,2019,9.0,East,   15.80,0.0,Total,201909.0
325,2019,9.0,East,   15.35,0.0,Walk,201909.0
713,2019,9.0,West,   24.57,0.0,Visit,201909.0
1093,2019,9.0,East,    5.31,0.0,Shop,201909.0
705,2019,9.0,North,0,0.0,Visit,201909.0
333,2019,9.0,South,   10.79,0.0,Walk,201909.0
129,2019,9.0,North,   22.75,0.0,Total,201909.0
321,2019,9.0,North,   13.73,0.0,Walk,201909.0
717,2019,9.0,South,   20.67,0.0,Visit,201909.0
1097,2019,9.0,West,    4.59,0.0,Shop,201909.0
1101,2019,9.0,South,    6.01,0.0,Shop,201909.0
525,2019,9.0,South,   11.64,0.0,Fun,201909.0
521,2019,9.0,West,   16.68,0.0,Fun,201909.0
513,2019,9.0,North,0,0.0,Fun,201909.0
517,2019,9.0,East,   14.09,0.0,Fun,201909.0
141,2019,9.0,South,   12.80,0.0,Total,201909.0
1289,2019,9,West,   18.08,0.0,Commute,201909.0
329,2019,9.0,West,   10.08,0.0,Walk,201909.0
1293,2019,9,South,   18.09,0.0,Commute,201909.0
909,2019,9.0,South,   13.00,0.0,Edu,201909.0
905,2019,9.0,West,   15.17,0.0,Edu,201909.0
1089,2019,9.0,North,0,0.0,Shop,201909.0
137,2019,9.0,West,   14.20,0.0,Total,201909.0
157,2019,10.0,South,   12.93,0.0,Total,201910.0
721,2019,10.0,North,0,0.0,Visit,201910.0
1105,2019,10.0,North,    5.41,0.0,Shop,201910.0
725,2019,10.0,East,   18.60,0.0,Visit,201910.0
1109,2019,10.0,East,    6.34,0.0,Shop,201910.0
729,2019,10.0,West,   22.86,0.0,Visit,201910.0
1113,2019,10.0,West,    5.06,0.0,Shop,201910.0
341,2019,10.0,East,    7.12,0.0,Walk,201910.0
913,2019,10.0,North,0,0.0,Edu,201910.0
145,2019,10.0,North,   18.62,0.0,Total,201910.0
529,2019,10.0,North,   27.07,0.0,Fun,201910.0
921,2019,10.0,West,   15.93,0.0,Edu,201910.0
1309,2019,10,South,   21.11,0.0,Commute,201910.0
337,2019,10.0,North,    9.74,0.0,Walk,201910.0
345,2019,10.0,West,    8.11,0.0,Walk,201910.0
925,2019,10.0,South,   13.23,0.0,Edu,201910.0
537,2019,10.0,West,   12.35,0.0,Fun,201910.0
1297,2019,10,North,   24.22,0.0,Commute,201910.0
1305,2019,10,West,   18.39,0.0,Commute,201910.0
541,2019,10.0,South,   12.90,0.0,Fun,201910.0
917,2019,10.0,East,   14.16,0.0,Edu,201910.0
153,2019,10.0,West,   13.10,0.0,Total,201910.0
533,2019,10.0,East,   12.96,0.0,Fun,201910.0
149,2019,10.0,East,   14.13,0.0,Total,201910.0
733,2019,10.0,South,   17.17,0.0,Visit,201910.0
1117,2019,10.0,South,    6.10,0.0,Shop,201910.0
349,2019,10.0,South,    8.25,0.0,Walk,201910.0
1301,2019,10,East,   21.01,0.0,Commute,201910.0
745,2019,11.0,West,   26.35,0.0,Visit,201911.0
161,2019,11.0,North,   15.75,0.0,Total,201911.0
361,2019,11.0,West,    7.56,0.0,Walk,201911.0
741,2019,11.0,East,   17.73,0.0,Visit,201911.0
749,2019,11.0,South,   18.67,0.0,Visit,201911.0
357,2019,11.0,East,    5.56,0.0,Walk,201911.0
365,2019,11.0,South,    6.84,0.0,Walk,201911.0
737,2019,11.0,North,   27.92,0.0,Visit,201911.0
549,2019,11.0,East,   11.99,0.0,Fun,201911.0
165,2019,11.0,East,   13.75,0.0,Total,201911.0
173,2019,11.0,South,   13.86,0.0,Total,201911.0
553,2019,11.0,West,   11.37,0.0,Fun,201911.0
1321,2019,11,West,   19.48,0.0,Commute,201911.0
545,2019,11.0,North,   13.67,0.0,Fun,201911.0
557,2019,11.0,South,   14.30,0.0,Fun,201911.0
1125,2019,11.0,East,    4.75,0.0,Shop,201911.0
169,2019,11.0,West,   13.78,0.0,Total,201911.0
1121,2019,11.0,North,    8.15,0.0,Shop,201911.0
1313,2019,11,North,   21.19,0.0,Commute,201911.0
929,2019,11.0,North,   14.71,0.0,Edu,201911.0
1325,2019,11,South,   19.71,0.0,Commute,201911.0
1317,2019,11,East,   19.34,0.0,Commute,201911.0
937,2019,11.0,West,   13.26,0.0,Edu,201911.0
941,2019,11.0,South,   14.62,0.0,Edu,201911.0
353,2019,11.0,North,    7.25,0.0,Walk,201911.0
1133,2019,11.0,South,    8.20,0.0,Shop,201911.0
1129,2019,11.0,West,    4.82,0.0,Shop,201911.0
933,2019,11.0,East,   19.88,0.0,Edu,201911.0
369,2019,12.0,North,    5.14,0.0,Walk,201912.0
1337,2019,12,West,   20.61,0.0,Commute,201912.0
381,2019,12.0,South,0,0.0,Walk,201912.0
377,2019,12.0,West,    8.20,0.0,Walk,201912.0
1149,2019,12.0,South,    5.32,0.0,Shop,201912.0
1145,2019,12.0,West,    6.38,0.0,Shop,201912.0
1341,2019,12,South,   15.08,0.0,Commute,201912.0
373,2019,12.0,East,    8.21,0.0,Walk,201912.0
949,2019,12.0,East,   11.48,0.0,Edu,201912.0
953,2019,12.0,West,   10.56,0.0,Edu,201912.0
1333,2019,12,East,   21.16,0.0,Commute,201912.0
181,2019,12.0,East,   14.10,0.0,Total,201912.0
945,2019,12.0,North,0,0.0,Edu,201912.0
765,2019,12.0,South,   19.35,0.0,Visit,201912.0
761,2019,12.0,West,   23.72,0.0,Visit,201912.0
757,2019,12.0,East,   20.05,0.0,Visit,201912.0
189,2019,12.0,South,   11.96,0.0,Total,201912.0
573,2019,12.0,South,   13.94,0.0,Fun,201912.0
1329,2019,12,North,   19.85,0.0,Commute,201912.0
1137,2019,12.0,North,    7.88,0.0,Shop,201912.0
957,2019,12.0,South,   15.01,0.0,Edu,201912.0
569,2019,12.0,West,   12.26,0.0,Fun,201912.0
565,2019,12.0,East,    9.76,0.0,Fun,201912.0
561,2019,12.0,North,   13.03,0.0,Fun,201912.0
177,2019,12.0,North,   12.51,0.0,Total,201912.0
1141,2019,12.0,East,    6.18,0.0,Shop,201912.0
753,2019,12.0,North,   16.36,0.0,Visit,201912.0
185,2019,12.0,West,   13.85,0.0,Total,201912.0
974,2020,1.0,South,    5.90,249.0,Shop,202001.0
194,2020,1.0,North,    4.73,30.0,Walk,202001.0
10,2020,1.0,West,   11.79,494.0,Total,202001.0
778,2020,1.0,West,   12.90,494.0,Edu,202001.0
202,2020,1.0,West,    6.05,494.0,Walk,202001.0
774,2020,1.0,East,    9.59,172.0,Edu,202001.0
206,2020,1.0,South,    6.41,249.0,Walk,202001.0
770,2020,1.0,North,0,30.0,Edu,202001.0
962,2020,1.0,North,    4.77,30.0,Shop,202001.0
6,2020,1.0,East,   12.77,172.0,Total,202001.0
966,2020,1.0,East,    6.00,172.0,Shop,202001.0
970,2020,1.0,West,    4.27,494.0,Shop,202001.0
782,2020,1.0,South,   13.21,249.0,Edu,202001.0
198,2020,1.0,East,    6.45,172.0,Walk,202001.0
386,2020,1.0,North,    8.00,30.0,Fun,202001.0
586,2020,1.0,West,   19.03,494.0,Visit,202001.0
1158,2020,1,East,   20.35,172.0,Commute,202001.0
2,2020,1.0,North,   11.58,30.0,Total,202001.0
578,2020,1.0,North,0,30.0,Visit,202001.0
1154,2020,1,North,   16.80,30.0,Commute,202001.0
398,2020,1.0,South,    8.41,249.0,Fun,202001.0
394,2020,1.0,West,   11.21,494.0,Fun,202001.0
1166,2020,1,South,   15.90,249.0,Commute,202001.0
582,2020,1.0,East,   15.74,172.0,Visit,202001.0
14,2020,1.0,South,   11.46,249.0,Total,202001.0
390,2020,1.0,East,   15.89,172.0,Fun,202001.0
590,2020,1.0,South,   23.69,249.0,Visit,202001.0
1162,2020,1,West,   18.54,494.0,Commute,202001.0
22,2020,2.0,East,   14.11,222.0,Total,202002.0
798,2020,2.0,South,0,319.0,Edu,202002.0
598,2020,2.0,East,   16.89,222.0,Visit,202002.0
594,2020,2.0,North,0,41.0,Visit,202002.0
218,2020,2.0,West,    6.79,581.0,Walk,202002.0
794,2020,2.0,West,   13.44,581.0,Edu,202002.0
978,2020,2.0,North,    4.20,41.0,Shop,202002.0
414,2020,2.0,South,   11.57,319.0,Fun,202002.0
986,2020,2.0,West,    5.14,581.0,Shop,202002.0
1170,2020,2,North,   19.98,41.0,Commute,202002.0
982,2020,2.0,East,    6.08,222.0,Shop,202002.0
406,2020,2.0,East,   11.57,222.0,Fun,202002.0
990,2020,2.0,South,    4.91,319.0,Shop,202002.0
410,2020,2.0,West,   11.44,581.0,Fun,202002.0
602,2020,2.0,West,   17.25,581.0,Visit,202002.0
1174,2020,2,East,   23.49,222.0,Commute,202002.0
1182,2020,2,South,   17.01,319.0,Commute,202002.0
214,2020,2.0,East,    5.05,222.0,Walk,202002.0
26,2020,2.0,West,   11.70,581.0,Total,202002.0
606,2020,2.0,South,   15.73,319.0,Visit,202002.0
786,2020,2.0,North,0,41.0,Edu,202002.0
30,2020,2.0,South,   10.91,319.0,Total,202002.0
1178,2020,2,West,   18.30,581.0,Commute,202002.0
222,2020,2.0,South,    4.90,319.0,Walk,202002.0
18,2020,2.0,North,   14.40,41.0,Total,202002.0
210,2020,2.0,North,0,41.0,Walk,202002.0
402,2020,2.0,North,   18.30,41.0,Fun,202002.0
790,2020,2.0,East,   16.35,222.0,Edu,202002.0
622,2020,3.0,South,   15.97,2873.0,Visit,202003.0
430,2020,3.0,South,    8.29,2873.0,Fun,202003.0
46,2020,3.0,South,   10.62,2873.0,Total,202003.0
42,2020,3.0,West,   10.57,2773.0,Total,202003.0
610,2020,3.0,North,0,190.0,Visit,202003.0
38,2020,3.0,East,   12.17,1187.0,Total,202003.0
614,2020,3.0,East,   22.32,1187.0,Visit,202003.0
34,2020,3.0,North,   11.57,190.0,Total,202003.0
1190,2020,3,East,   18.00,1187.0,Commute,202003.0
426,2020,3.0,West,   10.43,2773.0,Fun,202003.0
226,2020,3.0,North,    6.63,190.0,Walk,202003.0
418,2020,3.0,North,   11.96,190.0,Fun,202003.0
1006,2020,3.0,South,    4.06,2873.0,Shop,202003.0
814,2020,3.0,South,0,2873.0,Edu,202003.0
238,2020,3.0,South,    5.35,2873.0,Walk,202003.0
810,2020,3.0,West,   10.69,2773.0,Edu,202003.0
1002,2020,3.0,West,    4.07,2773.0,Shop,202003.0
998,2020,3.0,East,    3.65,1187.0,Shop,202003.0
422,2020,3.0,East,   11.69,1187.0,Fun,202003.0
806,2020,3.0,East,0,1187.0,Edu,202003.0
618,2020,3.0,West,   15.25,2773.0,Visit,202003.0
994,2020,3.0,North,    4.98,190.0,Shop,202003.0
802,2020,3.0,North,0,190.0,Edu,202003.0
230,2020,3.0,East,    6.00,1187.0,Walk,202003.0
1198,2020,3,South,   17.02,2873.0,Commute,202003.0
1186,2020,3,North,   19.23,190.0,Commute,202003.0
1194,2020,3,West,   17.48,2773.0,Commute,202003.0
234,2020,3.0,West,    6.02,2773.0,Walk,202003.0
1206,2020,4,East,   16.32,464.0,Commute,202004.0
1202,2020,4,North,   16.64,83.0,Commute,202004.0
818,2020,4.0,North,0,83.0,Edu,202004.0
822,2020,4.0,East,0,464.0,Edu,202004.0
830,2020,4.0,South,0,805.0,Edu,202004.0
62,2020,4.0,South,    8.49,805.0,Total,202004.0
242,2020,4.0,North,    8.96,83.0,Walk,202004.0
826,2020,4.0,West,0,1238.0,Edu,202004.0
254,2020,4.0,South,    6.04,805.0,Walk,202004.0
1022,2020,4.0,South,    4.19,805.0,Shop,202004.0
1018,2020,4.0,West,    3.12,1238.0,Shop,202004.0
250,2020,4.0,West,    7.61,1238.0,Walk,202004.0
54,2020,4.0,East,    9.87,464.0,Total,202004.0
638,2020,4.0,South,   10.24,805.0,Visit,202004.0
58,2020,4.0,West,    8.94,1238.0,Total,202004.0
634,2020,4.0,West,   14.53,1238.0,Visit,202004.0
1214,2020,4,South,   14.86,805.0,Commute,202004.0
630,2020,4.0,East,   14.87,464.0,Visit,202004.0
246,2020,4.0,East,    9.21,464.0,Walk,202004.0
626,2020,4.0,North,0,83.0,Visit,202004.0
1210,2020,4,West,   13.16,1238.0,Commute,202004.0
1010,2020,4.0,North,    5.57,83.0,Shop,202004.0
446,2020,4.0,South,   10.45,805.0,Fun,202004.0
442,2020,4.0,West,   12.17,1238.0,Fun,202004.0
1014,2020,4.0,East,    3.80,464.0,Shop,202004.0
434,2020,4.0,North,0,83.0,Fun,202004.0
50,2020,4.0,North,   10.42,83.0,Total,202004.0
438,2020,4.0,East,   10.58,464.0,Fun,202004.0
70,2020,5.0,East,    9.87,249.0,Total,202005.0
1226,2020,5,West,   14.60,696.0,Commute,202005.0
842,2020,5.0,West,0,696.0,Edu,202005.0
1038,2020,5.0,South,    3.69,318.0,Shop,202005.0
74,2020,5.0,West,   10.57,696.0,Total,202005.0
1222,2020,5,East,   15.29,249.0,Commute,202005.0
834,2020,5.0,North,0,36.0,Edu,202005.0
838,2020,5.0,East,0,249.0,Edu,202005.0
654,2020,5.0,South,   13.37,318.0,Visit,202005.0
846,2020,5.0,South,0,318.0,Edu,202005.0
1230,2020,5,South,   13.50,318.0,Commute,202005.0
454,2020,5.0,East,   12.42,249.0,Fun,202005.0
650,2020,5.0,West,   20.36,696.0,Visit,202005.0
450,2020,5.0,North,    7.19,36.0,Fun,202005.0
262,2020,5.0,East,    7.65,249.0,Walk,202005.0
462,2020,5.0,South,   11.18,318.0,Fun,202005.0
642,2020,5.0,North,0,36.0,Visit,202005.0
78,2020,5.0,South,    8.88,318.0,Total,202005.0
258,2020,5.0,North,    8.68,36.0,Walk,202005.0
66,2020,5.0,North,    9.34,36.0,Total,202005.0
270,2020,5.0,South,    7.96,318.0,Walk,202005.0
1026,2020,5.0,North,    4.47,36.0,Shop,202005.0
1034,2020,5.0,West,    3.90,696.0,Shop,202005.0
646,2020,5.0,East,   15.51,249.0,Visit,202005.0
266,2020,5.0,West,    8.58,696.0,Walk,202005.0
1218,2020,5,North,   14.69,36.0,Commute,202005.0
458,2020,5.0,West,   15.79,696.0,Fun,202005.0
1030,2020,5.0,East,    4.39,249.0,Shop,202005.0
466,2020,6.0,North,0,44.0,Fun,202006.0
1046,2020,6.0,East,    4.95,175.0,Shop,202006.0
1242,2020,6,West,   15.12,561.0,Commute,202006.0
850,2020,6.0,North,0,44.0,Edu,202006.0
1042,2020,6.0,North,    5.66,44.0,Shop,202006.0
90,2020,6.0,West,    9.51,561.0,Total,202006.0
1246,2020,6,South,   16.57,303.0,Commute,202006.0
854,2020,6.0,East,0,175.0,Edu,202006.0
474,2020,6.0,West,    9.16,561.0,Fun,202006.0
858,2020,6.0,West,    9.77,561.0,Edu,202006.0
94,2020,6.0,South,   11.12,303.0,Total,202006.0
862,2020,6.0,South,0,303.0,Edu,202006.0
478,2020,6.0,South,   10.74,303.0,Fun,202006.0
470,2020,6.0,East,   10.04,175.0,Fun,202006.0
82,2020,6.0,North,   11.80,44.0,Total,202006.0
86,2020,6.0,East,   11.10,175.0,Total,202006.0
278,2020,6.0,East,    9.24,175.0,Walk,202006.0
282,2020,6.0,West,    7.77,561.0,Walk,202006.0
1050,2020,6.0,West,    3.84,561.0,Shop,202006.0
1234,2020,6,North,   18.06,44.0,Commute,202006.0
662,2020,6.0,East,   15.30,175.0,Visit,202006.0
286,2020,6.0,South,    8.84,303.0,Walk,202006.0
1238,2020,6,East,   18.58,175.0,Commute,202006.0
658,2020,6.0,North,   18.58,44.0,Visit,202006.0
1054,2020,6.0,South,    5.50,303.0,Shop,202006.0
666,2020,6.0,West,   17.67,561.0,Visit,202006.0
274,2020,6.0,North,    8.62,44.0,Walk,202006.0
670,2020,6.0,South,   19.80,303.0,Visit,202006.0
1066,2020,7.0,West,    4.24,538.0,Shop,202007.0
866,2020,7.0,North,0,39.0,Edu,202007.0
298,2020,7.0,West,   10.04,538.0,Walk,202007.0
870,2020,7.0,East,0,176.0,Edu,202007.0
290,2020,7.0,North,   14.20,39.0,Walk,202007.0
874,2020,7.0,West,0,538.0,Edu,202007.0
1250,2020,7,North,   20.43,39.0,Commute,202007.0
878,2020,7.0,South,0,238.0,Edu,202007.0
1254,2020,7,East,   17.84,176.0,Commute,202007.0
1058,2020,7.0,North,    6.68,39.0,Shop,202007.0
1062,2020,7.0,East,    6.15,176.0,Shop,202007.0
1262,2020,7,South,   15.84,238.0,Commute,202007.0
494,2020,7.0,South,   15.89,238.0,Fun,202007.0
110,2020,7.0,South,   11.81,238.0,Total,202007.0
1258,2020,7,West,   15.93,538.0,Commute,202007.0
482,2020,7.0,North,0,39.0,Fun,202007.0
490,2020,7.0,West,   14.44,538.0,Fun,202007.0
106,2020,7.0,West,   11.66,538.0,Total,202007.0
102,2020,7.0,East,   14.18,176.0,Total,202007.0
486,2020,7.0,East,   18.48,176.0,Fun,202007.0
302,2020,7.0,South,    7.95,238.0,Walk,202007.0
98,2020,7.0,North,   16.99,39.0,Total,202007.0
682,2020,7.0,West,   22.34,538.0,Visit,202007.0
674,2020,7.0,North,   24.47,39.0,Visit,202007.0
678,2020,7.0,East,   21.84,176.0,Visit,202007.0
294,2020,7.0,East,    9.02,176.0,Walk,202007.0
686,2020,7.0,South,   16.37,238.0,Visit,202007.0
1070,2020,7.0,South,    5.26,238.0,Shop,202007.0
126,2020,8.0,South,   10.99,296.0,Total,202008.0
1274,2020,8,West,   14.71,661.0,Commute,202008.0
502,2020,8.0,East,   17.55,177.0,Fun,202008.0
886,2020,8.0,East,0,177.0,Edu,202008.0
698,2020,8.0,West,   23.02,661.0,Visit,202008.0
498,2020,8.0,North,   12.63,25.0,Fun,202008.0
694,2020,8.0,East,   24.52,177.0,Visit,202008.0
894,2020,8.0,South,0,296.0,Edu,202008.0
690,2020,8.0,North,0,25.0,Visit,202008.0
1074,2020,8.0,North,    7.43,25.0,Shop,202008.0
890,2020,8.0,West,0,661.0,Edu,202008.0
882,2020,8.0,North,0,25.0,Edu,202008.0
506,2020,8.0,West,   17.94,661.0,Fun,202008.0
114,2020,8.0,North,   13.78,25.0,Total,202008.0
510,2020,8.0,South,   15.40,296.0,Fun,202008.0
118,2020,8.0,East,   12.50,177.0,Total,202008.0
702,2020,8.0,South,   10.87,296.0,Visit,202008.0
1278,2020,8,South,   16.48,296.0,Commute,202008.0
1086,2020,8.0,South,    5.24,296.0,Shop,202008.0
306,2020,8.0,North,   10.47,25.0,Walk,202008.0
1266,2020,8,North,   22.17,25.0,Commute,202008.0
1270,2020,8,East,   16.81,177.0,Commute,202008.0
314,2020,8.0,West,    9.55,661.0,Walk,202008.0
318,2020,8.0,South,   10.67,296.0,Walk,202008.0
1082,2020,8.0,West,    4.33,661.0,Shop,202008.0
1078,2020,8.0,East,    4.79,177.0,Shop,202008.0
310,2020,8.0,East,    8.36,177.0,Walk,202008.0
122,2020,8.0,West,   13.01,661.0,Total,202008.0
910,2020,9.0,South,0,464.0,Edu,202009.0
138,2020,9.0,West,   11.26,1525.0,Total,202009.0
906,2020,9.0,West,   10.45,1525.0,Edu,202009.0
142,2020,9.0,South,   10.71,464.0,Total,202009.0
134,2020,9.0,East,   11.62,356.0,Total,202009.0
1282,2020,9,North,   13.74,76.0,Commute,202009.0
130,2020,9.0,North,   12.01,76.0,Total,202009.0
334,2020,9.0,South,    9.93,464.0,Walk,202009.0
1090,2020,9.0,North,    5.62,76.0,Shop,202009.0
1294,2020,9,South,   14.19,464.0,Commute,202009.0
706,2020,9.0,North,0,76.0,Visit,202009.0
1094,2020,9.0,East,    4.83,356.0,Shop,202009.0
710,2020,9.0,East,   19.23,356.0,Visit,202009.0
714,2020,9.0,West,   20.70,1525.0,Visit,202009.0
718,2020,9.0,South,   16.99,464.0,Visit,202009.0
526,2020,9.0,South,   10.52,464.0,Fun,202009.0
1290,2020,9,West,   18.15,1525.0,Commute,202009.0
902,2020,9.0,East,    9.37,356.0,Edu,202009.0
518,2020,9.0,East,   12.08,356.0,Fun,202009.0
522,2020,9.0,West,   11.48,1525.0,Fun,202009.0
322,2020,9.0,North,    9.72,76.0,Walk,202009.0
1098,2020,9.0,West,    4.00,1525.0,Shop,202009.0
326,2020,9.0,East,    8.04,356.0,Walk,202009.0
1286,2020,9,East,   17.87,356.0,Commute,202009.0
1102,2020,9.0,South,    4.44,464.0,Shop,202009.0
330,2020,9.0,West,    9.70,1525.0,Walk,202009.0
898,2020,9.0,North,0,76.0,Edu,202009.0
514,2020,9.0,North,   15.75,76.0,Fun,202009.0
1106,2020,10.0,North,    5.12,248.0,Shop,202010.0
1110,2020,10.0,East,    3.95,1004.0,Shop,202010.0
726,2020,10.0,East,   18.96,1004.0,Visit,202010.0
722,2020,10.0,North,0,248.0,Visit,202010.0
730,2020,10.0,West,   18.45,3341.0,Visit,202010.0
734,2020,10.0,South,   12.76,1327.0,Visit,202010.0
350,2020,10.0,South,    6.56,1327.0,Walk,202010.0
1302,2020,10,East,   17.88,1004.0,Commute,202010.0
538,2020,10.0,West,   10.71,3341.0,Fun,202010.0
530,2020,10.0,North,0,248.0,Fun,202010.0
1118,2020,10.0,South,    4.71,1327.0,Shop,202010.0
342,2020,10.0,East,    6.89,1004.0,Walk,202010.0
338,2020,10.0,North,    8.23,248.0,Walk,202010.0
918,2020,10.0,East,0,1004.0,Edu,202010.0
158,2020,10.0,South,    8.93,1327.0,Total,202010.0
1298,2020,10,North,   16.81,248.0,Commute,202010.0
534,2020,10.0,East,   10.95,1004.0,Fun,202010.0
542,2020,10.0,South,    7.57,1327.0,Fun,202010.0
1306,2020,10,West,   16.04,3341.0,Commute,202010.0
922,2020,10.0,West,   10.95,3341.0,Edu,202010.0
926,2020,10.0,South,0,1327.0,Edu,202010.0
154,2020,10.0,West,   10.03,3341.0,Total,202010.0
346,2020,10.0,West,    7.17,3341.0,Walk,202010.0
150,2020,10.0,East,   10.83,1004.0,Total,202010.0
1114,2020,10.0,West,    4.70,3341.0,Shop,202010.0
146,2020,10.0,North,   11.29,248.0,Total,202010.0
1310,2020,10,South,   15.18,1327.0,Commute,202010.0
914,2020,10.0,North,0,248.0,Edu,202010.0
1318,2020,11,East,   16.69,757.0,Commute,202011.0
162,2020,11.0,North,   11.33,196.0,Total,202011.0
366,2020,11.0,South,    6.92,991.0,Walk,202011.0
930,2020,11.0,North,0,196.0,Edu,202011.0
1126,2020,11.0,East,    5.11,757.0,Shop,202011.0
1122,2020,11.0,North,    4.86,196.0,Shop,202011.0
166,2020,11.0,East,   10.26,757.0,Total,202011.0
170,2020,11.0,West,    9.37,2126.0,Total,202011.0
546,2020,11.0,North,0,196.0,Fun,202011.0
550,2020,11.0,East,    8.40,757.0,Fun,202011.0
174,2020,11.0,South,    9.03,991.0,Total,202011.0
554,2020,11.0,West,    7.70,2126.0,Fun,202011.0
1314,2020,11,North,   14.83,196.0,Commute,202011.0
362,2020,11.0,West,    6.64,2126.0,Walk,202011.0
558,2020,11.0,South,    8.24,991.0,Fun,202011.0
1322,2020,11,West,   14.46,2126.0,Commute,202011.0
1326,2020,11,South,   16.63,991.0,Commute,202011.0
938,2020,11.0,West,    8.62,2126.0,Edu,202011.0
354,2020,11.0,North,    8.33,196.0,Walk,202011.0
1134,2020,11.0,South,    3.76,991.0,Shop,202011.0
